Particle 1 Position,Particle 2 Position,Eigenvector Squared
1.515151515151515060e-13,1.616161616161616081e-13,3.725519732522045968e-12
1.515151515151515060e-13,1.717171717171717101e-13,1.718986243504411633e-11
1.515151515151515060e-13,1.818181818181818122e-13,5.622744098894699167e-11
1.515151515151515060e-13,1.919191919191919143e-13,1.511618130033361012e-10
1.515151515151515060e-13,2.020202020202020164e-13,3.575830042536331406e-10
1.515151515151515060e-13,2.121212121212121185e-13,7.720987661901174083e-10
1.515151515151515060e-13,2.222222222222222206e-13,1.555535024196992762e-09
1.515151515151515060e-13,2.323232323232323226e-13,2.966200160226093942e-09
1.515151515151515060e-13,2.424242424242423995e-13,5.406437413379261970e-09
1.515151515151515060e-13,2.525252525252525268e-13,9.486351067469948603e-09
1.515151515151515060e-13,2.626262626262626036e-13,1.610928049776022711e-08
1.515151515151515060e-13,2.727272727272727310e-13,2.658427678034283086e-08
1.515151515151515060e-13,2.828282828282828078e-13,4.277146335390345301e-08
1.515151515151515060e-13,2.929292929292929351e-13,6.726667727423751354e-08
1.515151515151515060e-13,3.030303030303030120e-13,1.036321213818215283e-07
1.515151515151515060e-13,3.131313131313131393e-13,1.566798300776159743e-07
1.515151515151515060e-13,3.232323232323232161e-13,2.328144736968678805e-07
1.515151515151515060e-13,3.333333333333332930e-13,3.404413046127973828e-07
1.515151515151515060e-13,3.434343434343434203e-13,4.904437871594657206e-07
1.515151515151515060e-13,3.535353535353534971e-13,6.967335627754478865e-07
1.515151515151515060e-13,3.636363636363636245e-13,9.768728023483278321e-07
1.515151515151515060e-13,3.737373737373737013e-13,1.352765629629091088e-06
1.515151515151515060e-13,3.838383838383838286e-13,1.851411130397784145e-06
1.515151515151515060e-13,3.939393939393939055e-13,2.505705495853535750e-06
1.515151515151515060e-13,4.040404040404040328e-13,3.355275134820427738e-06
1.515151515151515060e-13,4.141414141414141096e-13,4.447316230376884317e-06
1.515151515151515060e-13,4.242424242424242370e-13,5.837409375106284874e-06
1.515151515151515060e-13,4.343434343434343138e-13,7.590270822930983464e-06
1.515151515151515060e-13,4.444444444444444411e-13,9.780394838753200866e-06
1.515151515151515060e-13,4.545454545454545180e-13,1.249253496990309842e-05
1.515151515151515060e-13,4.646464646464646453e-13,1.582196622550754560e-05
1.515151515151515060e-13,4.747474747474747726e-13,1.987446560128016979e-05
1.515151515151515060e-13,4.848484848484847990e-13,2.476594563310300192e-05
1.515151515151515060e-13,4.949494949494949263e-13,3.062167522333840051e-05
1.515151515151515060e-13,5.050505050505050536e-13,3.757502437020042950e-05
1.515151515151515060e-13,5.151515151515150800e-13,4.576567511565586359e-05
1.515151515151515060e-13,5.252525252525252073e-13,5.533725041358613663e-05
1.515151515151515060e-13,5.353535353535353346e-13,6.643432600478814138e-05
1.515151515151515060e-13,5.454545454545454619e-13,7.919880792664718387e-05
1.515151515151515060e-13,5.555555555555554883e-13,9.376567996602366644e-05
1.515151515151515060e-13,5.656565656565656156e-13,1.102581509638166568e-04
1.515151515151515060e-13,5.757575757575757429e-13,1.287822609478676448e-04
1.515151515151515060e-13,5.858585858585858703e-13,1.494210369106219703e-04
1.515151515151515060e-13,5.959595959595958966e-13,1.722283227083927959e-04
1.515151515151515060e-13,6.060606060606060239e-13,1.972224418408612514e-04
1.515151515151515060e-13,6.161616161616161513e-13,2.243798853439234729e-04
1.515151515151515060e-13,6.262626262626262786e-13,2.536292480713064510e-04
1.515151515151515060e-13,6.363636363636363049e-13,2.848456634801185979e-04
1.515151515151515060e-13,6.464646464646464323e-13,3.178460078188956425e-04
1.515151515151515060e-13,6.565656565656565596e-13,3.523851574890778039e-04
1.515151515151515060e-13,6.666666666666665859e-13,3.881535865411826162e-04
1.515151515151515060e-13,6.767676767676767133e-13,4.247765831929158076e-04
1.515151515151515060e-13,6.868686868686868406e-13,4.618153436240824989e-04
1.515151515151515060e-13,6.969696969696969679e-13,4.987701672120348510e-04
1.515151515151515060e-13,7.070707070707069943e-13,5.350859294136492634e-04
1.515151515151515060e-13,7.171717171717171216e-13,5.701599468457005729e-04
1.515151515151515060e-13,7.272727272727272489e-13,6.033522745853562219e-04
1.515151515151515060e-13,7.373737373737373762e-13,6.339983898193129888e-04
1.515151515151515060e-13,7.474747474747474026e-13,6.614241209425894682e-04
1.515151515151515060e-13,7.575757575757575299e-13,6.849625799692311747e-04
1.515151515151515060e-13,7.676767676767676572e-13,7.039727522382543002e-04
1.515151515151515060e-13,7.777777777777777846e-13,7.178592950034869699e-04
1.515151515151515060e-13,7.878787878787878109e-13,7.260930001368652662e-04
1.515151515151515060e-13,7.979797979797979382e-13,7.282312906656935279e-04
1.515151515151515060e-13,8.080808080808080656e-13,7.239380510827464650e-04
1.515151515151515060e-13,8.181818181818180919e-13,7.130020420369146544e-04
1.515151515151515060e-13,8.282828282828282193e-13,6.953531254535277829e-04
1.515151515151515060e-13,8.383838383838383466e-13,6.710755300326681815e-04
1.515151515151515060e-13,8.484848484848484739e-13,6.404174222233969833e-04
1.515151515151515060e-13,8.585858585858585003e-13,6.037961158639321407e-04
1.515151515151515060e-13,8.686868686868686276e-13,5.617983550951955070e-04
1.515151515151515060e-13,8.787878787878787549e-13,5.151752388343405287e-04
1.515151515151515060e-13,8.888888888888888822e-13,4.648315184244220118e-04
1.515151515151515060e-13,8.989898989898989086e-13,4.118091888698343912e-04
1.515151515151515060e-13,9.090909090909090359e-13,3.572655026139320844e-04
1.515151515151515060e-13,9.191919191919191632e-13,3.024457559952719535e-04
1.515151515151515060e-13,9.292929292929292906e-13,2.486514240158691977e-04
1.515151515151515060e-13,9.393939393939394179e-13,1.972044396287767466e-04
1.515151515151515060e-13,9.494949494949495452e-13,1.494086195955443216e-04
1.515151515151515060e-13,9.595959595959594706e-13,1.065094201037316478e-04
1.515151515151515060e-13,9.696969696969695979e-13,6.965335209122423712e-05
1.515151515151515060e-13,9.797979797979797252e-13,3.984848967931759763e-05
1.515151515151515060e-13,9.898989898989898526e-13,1.792755759871303469e-05
1.515151515151515060e-13,9.999999999999999799e-13,4.515079028729739136e-06
1.616161616161616081e-13,0.000000000000000000e+00,4.735991071399804337e-12
1.616161616161616081e-13,1.010101010101010050e-14,1.804220346316484155e-11
1.616161616161616081e-13,2.020202020202020101e-14,3.748664808042185480e-11
1.616161616161616081e-13,3.030303030303029993e-14,5.968416308173935162e-11
1.616161616161616081e-13,4.040404040404040202e-14,8.096507074363671814e-11
1.616161616161616081e-13,5.050505050505050410e-14,9.801529087615546567e-11
1.616161616161616081e-13,6.060606060606059987e-14,1.083890412965691383e-10
1.616161616161616081e-13,7.070707070707070195e-14,1.108276975433075957e-10
1.616161616161616081e-13,8.080808080808080403e-14,1.053560739863099093e-10
1.616161616161616081e-13,9.090909090909090611e-14,9.316450005596482154e-11
1.616161616161616081e-13,1.010101010101010082e-13,7.631656517398890081e-11
1.616161616161616081e-13,1.111111111111111103e-13,5.734456601649501377e-11
1.616161616161616081e-13,1.212121212121211997e-13,3.880536518232843604e-11
1.616161616161616081e-13,1.313131313131313018e-13,2.286798189970128354e-11
1.616161616161616081e-13,1.414141414141414039e-13,1.099129125789427696e-11
1.616161616161616081e-13,1.515151515151515060e-13,3.725519962642563085e-12
1.616161616161616081e-13,1.616161616161616081e-13,6.273327236777791262e-13
1.616161616161616081e-13,1.717171717171717101e-13,5.734809188988002816e-12
1.616161616161616081e-13,1.818181818181818122e-13,2.614577113431111880e-11
1.616161616161616081e-13,1.919191919191919143e-13,8.456890557736797661e-11
1.616161616161616081e-13,2.020202020202020164e-13,2.249768994358517607e-10
1.616161616161616081e-13,2.121212121212121185e-13,5.269504898464917559e-10
1.616161616161616081e-13,2.222222222222222206e-13,1.127182704713748755e-09
1.616161616161616081e-13,2.323232323232323226e-13,2.250782902747934579e-09
1.616161616161616081e-13,2.424242424242423995e-13,4.255661599158921780e-09
1.616161616161616081e-13,2.525252525252525268e-13,7.693983055033699751e-09
1.616161616161616081e-13,2.626262626262626036e-13,1.339541778090085726e-08
1.616161616161616081e-13,2.727272727272727310e-13,2.257767589297369924e-08
1.616161616161616081e-13,2.828282828282828078e-13,3.699050738706089871e-08
1.616161616161616081e-13,2.929292929292929351e-13,5.909995679233259748e-08
1.616161616161616081e-13,3.030303030303030120e-13,9.232008443092409022e-08
1.616161616161616081e-13,3.131313131313131393e-13,1.412995297575855931e-07
1.616161616161616081e-13,3.232323232323232161e-13,2.122700991681842905e-07
1.616161616161616081e-13,3.333333333333332930e-13,3.134639096421408069e-07
1.616161616161616081e-13,3.434343434343434203e-13,4.556044067985751700e-07
1.616161616161616081e-13,3.535353535353534971e-13,6.524747011532893772e-07
1.616161616161616081e-13,3.636363636363636245e-13,9.215640401365576911e-07
1.616161616161616081e-13,3.737373737373737013e-13,1.284789785283071284e-06
1.616161616161616081e-13,3.838383838383838286e-13,1.769287951753321842e-06
1.616161616161616081e-13,3.939393939393939055e-13,2.408260186462438994e-06
1.616161616161616081e-13,4.040404040404040328e-13,3.241859054656950445e-06
1.616161616161616081e-13,4.141414141414141096e-13,4.318086772127182082e-06
1.616161616161616081e-13,4.242424242424242370e-13,5.693675225101901905e-06
1.616161616161616081e-13,4.343434343434343138e-13,7.434907495371663169e-06
1.616161616161616081e-13,4.444444444444444411e-13,9.618333460532295541e-06
1.616161616161616081e-13,4.545454545454545180e-13,1.233132474582719657e-05
1.616161616161616081e-13,4.646464646464646453e-13,1.567240780915549230e-05
1.616161616161616081e-13,4.747474747474747726e-13,1.975130874517931598e-05
1.616161616161616081e-13,4.848484848484847990e-13,2.468864003973365029e-05
1.616161616161616081e-13,4.949494949494949263e-13,3.061515855443855107e-05
1.616161616161616081e-13,5.050505050505050536e-13,3.767052603004581281e-05
1.616161616161616081e-13,5.151515151515150800e-13,4.600150888600808258e-05
1.616161616161616081e-13,5.252525252525252073e-13,5.575956351290504574e-05
1.616161616161616081e-13,5.353535353535353346e-13,6.709776694466514980e-05
1.616161616161616081e-13,5.454545454545454619e-13,8.016707095464014655e-05
1.616161616161616081e-13,5.555555555555554883e-13,9.511188025540391860e-05
1.616161616161616081e-13,5.656565656565656156e-13,1.120649823913503460e-04
1.616161616161616081e-13,5.757575757575757429e-13,1.311418876455005156e-04
1.616161616161616081e-13,5.858585858585858703e-13,1.524346711217640219e-04
1.616161616161616081e-13,5.959595959595958966e-13,1.760054451214083937e-04
1.616161616161616081e-13,6.060606060606060239e-13,2.018796267476550459e-04
1.616161616161616081e-13,6.161616161616161513e-13,2.300392018327809005e-04
1.616161616161616081e-13,6.262626262626262786e-13,2.604162200586304112e-04
1.616161616161616081e-13,6.363636363636363049e-13,2.928867856398571670e-04
1.616161616161616081e-13,6.464646464646464323e-13,3.272658311659293003e-04
1.616161616161616081e-13,6.565656565656565596e-13,3.633029771477011582e-04
1.616161616161616081e-13,6.666666666666665859e-13,4.006797845617076238e-04
1.616161616161616081e-13,6.767676767676767133e-13,4.390087004952125714e-04
1.616161616161616081e-13,6.868686868686868406e-13,4.778339764328580074e-04
1.616161616161616081e-13,6.969696969696969679e-13,5.166348037695590216e-04
1.616161616161616081e-13,7.070707070707069943e-13,5.548308612852622659e-04
1.616161616161616081e-13,7.171717171717171216e-13,5.917904046893677616e-04
1.616161616161616081e-13,7.272727272727272489e-13,6.268409497498455369e-04
1.616161616161616081e-13,7.373737373737373762e-13,6.592825095188682531e-04
1.616161616161616081e-13,7.474747474747474026e-13,6.884032450826246341e-04
1.616161616161616081e-13,7.575757575757575299e-13,7.134972811800898481e-04
1.616161616161616081e-13,7.676767676767676572e-13,7.338843267408998216e-04
1.616161616161616081e-13,7.777777777777777846e-13,7.489306302829474432e-04
1.616161616161616081e-13,7.878787878787878109e-13,7.580706960553444500e-04
1.616161616161616081e-13,7.979797979797979382e-13,7.608290939831085977e-04
1.616161616161616081e-13,8.080808080808080656e-13,7.568416201213674097e-04
1.616161616161616081e-13,8.181818181818180919e-13,7.458750095702584414e-04
1.616161616161616081e-13,8.282828282828282193e-13,7.278443753342875820e-04
1.616161616161616081e-13,8.383838383838383466e-13,7.028275484590899369e-04
1.616161616161616081e-13,8.484848484848484739e-13,6.710755300327457019e-04
1.616161616161616081e-13,8.585858585858585003e-13,6.330183362069601158e-04
1.616161616161616081e-13,8.686868686868686276e-13,5.892656237922906659e-04
1.616161616161616081e-13,8.787878787878787549e-13,5.406016251698667584e-04
1.616161616161616081e-13,8.888888888888888822e-13,4.879740945356153526e-04
1.616161616161616081e-13,8.989898989898989086e-13,4.324771684478897647e-04
1.616161616161616081e-13,9.090909090909090359e-13,3.753282662291595084e-04
1.616161616161616081e-13,9.191919191919191632e-13,3.178393923919160423e-04
1.616161616161616081e-13,9.292929292929292906e-13,2.613834450267618213e-04
1.616161616161616081e-13,9.393939393939394179e-13,2.073563710984299647e-04
1.616161616161616081e-13,9.494949494949495452e-13,1.571362313040473619e-04
1.616161616161616081e-13,9.595959595959594706e-13,1.120404328132427563e-04
1.616161616161616081e-13,9.696969696969695979e-13,7.328254738162286478e-05
1.616161616161616081e-13,9.797979797979797252e-13,4.193024535413923405e-05
1.616161616161616081e-13,9.898989898989898526e-13,1.886593462260784237e-05
1.616161616161616081e-13,9.999999999999999799e-13,4.751691153095663220e-06
1.717171717171717101e-13,0.000000000000000000e+00,8.334105410955966912e-12
1.717171717171717101e-13,1.010101010101010050e-14,3.186897247568730094e-11
1.717171717171717101e-13,2.020202020202020101e-14,6.662389201375439427e-11
1.717171717171717101e-13,3.030303030303029993e-14,1.069958951409008026e-10
1.717171717171717101e-13,4.040404040404040202e-14,1.468005941522815921e-10
1.717171717171717101e-13,5.050505050505050410e-14,1.802858959777337596e-10
1.717171717171717101e-13,6.060606060606059987e-14,2.029701532624748022e-10
1.717171717171717101e-13,7.070707070707070195e-14,2.122009758861157597e-10
1.717171717171717101e-13,8.080808080808080403e-14,2.073837775876121384e-10
1.717171717171717101e-13,9.090909090909090611e-14,1.898822688312651902e-10
1.717171717171717101e-13,1.010101010101010082e-13,1.626395656279233958e-10
1.717171717171717101e-13,1.111111111111111103e-13,1.296030529619289300e-10
1.717171717171717101e-13,1.212121212121211997e-13,9.505538439214734557e-11
1.717171717171717101e-13,1.313131313131313018e-13,6.295695108749871204e-11
1.717171717171717101e-13,1.414141414141414039e-13,3.639266508364648446e-11
1.717171717171717101e-13,1.515151515151515060e-13,1.718986369690434738e-11
1.717171717171717101e-13,1.616161616161616081e-13,5.734809542511916020e-12
1.717171717171717101e-13,1.717171717171717101e-13,9.517230031046188884e-13
1.717171717171717101e-13,1.818181818181818122e-13,8.598138392199679796e-12
1.717171717171717101e-13,1.919191919191919143e-13,3.876962534964784483e-11
1.717171717171717101e-13,2.020202020202020164e-13,1.241071332583847191e-10
1.717171717171717101e-13,2.121212121212121185e-13,3.269496111186157427e-10
1.717171717171717101e-13,2.222222222222222206e-13,7.587519452062761703e-10
1.717171717171717101e-13,2.323232323232323226e-13,1.608845166223415585e-09
1.717171717171717101e-13,2.424242424242423995e-13,3.185830899094131998e-09
1.717171717171717101e-13,2.525252525252525268e-13,5.975641454248154679e-09
1.717171717171717101e-13,2.626262626262626036e-13,1.072109125176402948e-08
1.717171717171717101e-13,2.727272727272727310e-13,1.852855734289435016e-08
1.717171717171717101e-13,2.828282828282828078e-13,3.100820812518660140e-08
1.717171717171717101e-13,2.929292929292929351e-13,5.045488834522518674e-08
1.717171717171717101e-13,3.030303030303030120e-13,8.007728967421195389e-08
1.717171717171717101e-13,3.131313131313131393e-13,1.242833007947729780e-07
1.717171717171717101e-13,3.232323232323232161e-13,1.890293388669278189e-07
1.717171717171717101e-13,3.333333333333332930e-13,2.822409070476674402e-07
1.717171717171717101e-13,3.434343434343434203e-13,4.143104882850061841e-07
1.717171717171717101e-13,3.535353535353534971e-13,5.986770641739578052e-07
1.717171717171717101e-13,3.636363636363636245e-13,8.524889393014213280e-07
1.717171717171717101e-13,3.737373737373737013e-13,1.197348074875635833e-06
1.717171717171717101e-13,3.838383838383838286e-13,1.660129737429907737e-06
1.717171717171717101e-13,3.939393939393939055e-13,2.273865934595976444e-06
1.717171717171717101e-13,4.040404040404040328e-13,3.078674875037517499e-06
1.717171717171717101e-13,4.141414141414141096e-13,4.122711647387966436e-06
1.717171717171717101e-13,4.242424242424242370e-13,5.463107624732660595e-06
1.717171717171717101e-13,4.343434343434343138e-13,7.166858002677120526e-06
1.717171717171717101e-13,4.444444444444444411e-13,9.311608683602555706e-06
1.717171717171717101e-13,4.545454545454545180e-13,1.198628581885252164e-05
1.717171717171717101e-13,4.646464646464646453e-13,1.529150417831219068e-05
1.717171717171717101e-13,4.747474747474747726e-13,1.933968466053696334e-05
1.717171717171717101e-13,4.848484848484847990e-13,2.425480726120079957e-05
1.717171717171717101e-13,4.949494949494949263e-13,3.017172428406814200e-05
1.717171717171717101e-13,5.050505050505050536e-13,3.723496010687111834e-05
1.717171717171717101e-13,5.151515151515150800e-13,4.559692897152051931e-05
1.717171717171717101e-13,5.252525252525252073e-13,5.541551155013558171e-05
1.717171717171717101e-13,5.353535353535353346e-13,6.685094483313639693e-05
1.717171717171717101e-13,5.454545454545454619e-13,8.006199842901396281e-05
1.717171717171717101e-13,5.555555555555554883e-13,9.520143370308798174e-05
1.717171717171717101e-13,5.656565656565656156e-13,1.124107701321449621e-04
1.717171717171717101e-13,5.757575757575757429e-13,1.318144153714456083e-04
1.717171717171717101e-13,5.858585858585858703e-13,1.535132510967186456e-04
1.717171717171717101e-13,5.959595959595958966e-13,1.775778046794465809e-04
1.717171717171717101e-13,6.060606060606060239e-13,2.040411758703168383e-04
1.717171717171717101e-13,6.161616161616161513e-13,2.328919263215284245e-04
1.717171717171717101e-13,6.262626262626262786e-13,2.640671761530133366e-04
1.717171717171717101e-13,6.363636363636363049e-13,2.974461838550200056e-04
1.717171717171717101e-13,6.464646464646464323e-13,3.328447114994679580e-04
1.717171717171717101e-13,6.565656565656565596e-13,3.700104943576229695e-04
1.717171717171717101e-13,6.666666666666665859e-13,4.086201405203135936e-04
1.717171717171717101e-13,6.767676767676767133e-13,4.482777801050300708e-04
1.717171717171717101e-13,6.868686868686868406e-13,4.885157635369768298e-04
1.717171717171717101e-13,6.969696969696969679e-13,5.287976730617592255e-04
1.717171717171717101e-13,7.070707070707069943e-13,5.685238604864551251e-04
1.717171717171717101e-13,7.171717171717171216e-13,6.070396572010433416e-04
1.717171717171717101e-13,7.272727272727272489e-13,6.436463205899631019e-04
1.717171717171717101e-13,7.373737373737373762e-13,6.776146855817583503e-04
1.717171717171717101e-13,7.474747474747474026e-13,7.082013837058699114e-04
1.717171717171717101e-13,7.575757575757575299e-13,7.346673778433442234e-04
1.717171717171717101e-13,7.676767676767676572e-13,7.562984428451486555e-04
1.717171717171717101e-13,7.777777777777777846e-13,7.724271049853742447e-04
1.717171717171717101e-13,7.878787878787878109e-13,7.824554419728008484e-04
1.717171717171717101e-13,7.979797979797979382e-13,7.858780454603198073e-04
1.717171717171717101e-13,8.080808080808080656e-13,7.823043652766095745e-04
1.717171717171717101e-13,8.181818181818180919e-13,7.714795944308900809e-04
1.717171717171717101e-13,8.282828282828282193e-13,7.533032213675489464e-04
1.717171717171717101e-13,8.383838383838383466e-13,7.278443753343660783e-04
1.717171717171717101e-13,8.484848484848484739e-13,6.953531254536856427e-04
1.717171717171717101e-13,8.585858585858585003e-13,6.562669662878680473e-04
1.717171717171717101e-13,8.686868686868686276e-13,6.112118330316743077e-04
1.717171717171717101e-13,8.787878787878787549e-13,5.609971369511039226e-04
1.717171717171717101e-13,8.888888888888888822e-13,5.066044935594091799e-04
1.717171717171717101e-13,8.989898989898989086e-13,4.491700276927745438e-04
1.717171717171717101e-13,9.090909090909090359e-13,3.899603747699590035e-04
1.717171717171717101e-13,9.191919191919191632e-13,3.303427480930233085e-04
1.717171717171717101e-13,9.292929292929292906e-13,2.717496986595231961e-04
1.717171717171717101e-13,9.393939393939394179e-13,2.156394460949852244e-04
1.717171717171717101e-13,9.494949494949495452e-13,1.634528957592429777e-04
1.717171717171717101e-13,9.595959595959594706e-13,1.165686663734942258e-04
1.717171717171717101e-13,9.696969696969695979e-13,7.625762348004549020e-05
1.717171717171717101e-13,9.797979797979797252e-13,4.363853633590428904e-05
1.717171717171717101e-13,9.898989898989898526e-13,1.963654049169469447e-05
1.717171717171717101e-13,9.999999999999999799e-13,4.946088271541444929e-06
1.818181818181818122e-13,0.000000000000000000e+00,1.430679911051570708e-11
1.818181818181818122e-13,1.010101010101010050e-14,5.488674135530404204e-11
1.818181818181818122e-13,2.020202020202020101e-14,1.153580700448888044e-10
1.818181818181818122e-13,3.030303030303029993e-14,1.866501298390211989e-10
1.818181818181818122e-13,4.040404040404040202e-14,2.585943919479859374e-10
1.818181818181818122e-13,5.050505050505050410e-14,3.214972667446460689e-10
1.818181818181818122e-13,6.060606060606059987e-14,3.674756323380908621e-10
1.818181818181818122e-13,7.070707070707070195e-14,3.913967075385898137e-10
1.818181818181818122e-13,8.080808080808080403e-14,3.913370131888744052e-10
1.818181818181818122e-13,9.090909090909090611e-14,3.685500733043918347e-10
1.818181818181818122e-13,1.010101010101010082e-13,3.269996952577396498e-10
1.818181818181818122e-13,1.111111111111111103e-13,2.725676783091911554e-10
1.818181818181818122e-13,1.212121212121211997e-13,2.120768362731791004e-10
1.818181818181818122e-13,1.313131313131313018e-13,1.522803661218509754e-10
1.818181818181818122e-13,1.414141414141414039e-13,9.895764951827066543e-11
1.818181818181818122e-13,1.515151515151515060e-13,5.622744531434859601e-11
1.818181818181818122e-13,1.616161616161616081e-13,2.614577304885921062e-11
1.818181818181818122e-13,1.717171717171717101e-13,8.598138921313873709e-12
1.818181818181818122e-13,1.818181818181818122e-13,1.408109366859242212e-12
1.818181818181818122e-13,1.919191919191919143e-13,1.258339748205200799e-11
1.818181818181818122e-13,2.020202020202020164e-13,5.616174312876356228e-11
1.818181818181818122e-13,2.121212121212121185e-13,1.780553202366234830e-10
1.818181818181818122e-13,2.222222222222222206e-13,4.648112350564652009e-10
1.818181818181818122e-13,2.323232323232323226e-13,1.069388185554106420e-09
1.818181818181818122e-13,2.424242424242423995e-13,2.248890343151071691e-09
1.818181818181818122e-13,2.525252525252525268e-13,4.418283657010706926e-09
1.818181818181818122e-13,2.626262626262626036e-13,8.224949222221257107e-09
1.818181818181818122e-13,2.727272727272727310e-13,1.464979508815631022e-08
1.818181818181818122e-13,2.828282828282828078e-13,2.514150066119530879e-08
1.818181818181818122e-13,2.929292929292929351e-13,4.179124321376223885e-08
1.818181818181818122e-13,3.030303030303030120e-13,6.755587658148247997e-08
1.818181818181818122e-13,3.131313131313131393e-13,1.065379061997867899e-07
1.818181818181818122e-13,3.232323232323232161e-13,1.643306276268645876e-07
1.818181818181818122e-13,3.333333333333332930e-13,2.484363532292705623e-07
1.818181818181818122e-13,3.434343434343434203e-13,3.687646240806593671e-07
1.818181818181818122e-13,3.535353535353534971e-13,5.382155725313600096e-07
1.818181818181818122e-13,3.636363636363636245e-13,7.733510551003811221e-07
1.818181818181818122e-13,3.737373737373737013e-13,1.095152722727937928e-06
1.818181818181818122e-13,3.838383838383838286e-13,1.529861771344711792e-06
1.818181818181818122e-13,3.939393939393939055e-13,2.109889694472560956e-06
1.818181818181818122e-13,4.040404040404040328e-13,2.874782965603038674e-06
1.818181818181818122e-13,4.141414141414141096e-13,3.872217297030861986e-06
1.818181818181818122e-13,4.242424242424242370e-13,5.158989109659275659e-06
1.818181818181818122e-13,4.343434343434343138e-13,6.801963339448555136e-06
1.818181818181818122e-13,4.444444444444444411e-13,8.878928017610333942e-06
1.818181818181818122e-13,4.545454545454545180e-13,1.147929759378253604e-05
1.818181818181818122e-13,4.646464646464646453e-13,1.470459920372236957e-05
1.818181818181818122e-13,4.747474747474747726e-13,1.866866956513759215e-05
1.818181818181818122e-13,4.848484848484847990e-13,2.349748552034658546e-05
1.818181818181818122e-13,4.949494949494949263e-13,2.932854906852999972e-05
1.818181818181818122e-13,5.050505050505050536e-13,3.630974868373316750e-05
1.818181818181818122e-13,5.151515151515150800e-13,4.459762340836421731e-05
1.818181818181818122e-13,5.252525252525252073e-13,5.435496518923906776e-05
1.818181818181818122e-13,5.353535353535353346e-13,6.574770861780347947e-05
1.818181818181818122e-13,5.454545454545454619e-13,7.894107592806274859e-05
1.818181818181818122e-13,5.555555555555554883e-13,9.409496887920306069e-05
1.818181818181818122e-13,5.656565656565656156e-13,1.113586278514855100e-04
1.818181818181818122e-13,5.757575757575757429e-13,1.308646116896022762e-04
1.818181818181818122e-13,5.858585858585858703e-13,1.527221888167351615e-04
1.818181818181818122e-13,5.959595959595958966e-13,1.770102698825405652e-04
1.818181818181818122e-13,6.060606060606060239e-13,2.037700533568089704e-04
1.818181818181818122e-13,6.161616161616161513e-13,2.329975964003193540e-04
1.818181818181818122e-13,6.262626262626262786e-13,2.646365621385121767e-04
1.818181818181818122e-13,6.363636363636363049e-13,2.985714290305679875e-04
1.818181818181818122e-13,6.464646464646464323e-13,3.346214761310953864e-04
1.818181818181818122e-13,6.565656565656565596e-13,3.725358774085521280e-04
1.818181818181818122e-13,6.666666666666665859e-13,4.119902467030221510e-04
1.818181818181818122e-13,6.767676767676767133e-13,4.525849703508962214e-04
1.818181818181818122e-13,6.868686868686868406e-13,4.938456452619294180e-04
1.818181818181818122e-13,6.969696969696969679e-13,5.352259050312135587e-04
1.818181818181818122e-13,7.070707070707069943e-13,5.761128647982513909e-04
1.818181818181818122e-13,7.171717171717171216e-13,6.158353469963925722e-04
1.818181818181818122e-13,7.272727272727272489e-13,6.536749656103156949e-04
1.818181818181818122e-13,7.373737373737373762e-13,6.888800476553965605e-04
1.818181818181818122e-13,7.474747474747474026e-13,7.206822597602818023e-04
1.818181818181818122e-13,7.575757575757575299e-13,7.483156882863984099e-04
1.818181818181818122e-13,7.676767676767676572e-13,7.710379974813477612e-04
1.818181818181818122e-13,7.777777777777777846e-13,7.881531665781596734e-04
1.818181818181818122e-13,7.878787878787878109e-13,7.990351889287383453e-04
1.818181818181818122e-13,7.979797979797979382e-13,8.031520099844257320e-04
1.818181818181818122e-13,8.080808080808080656e-13,8.000888921408357219e-04
1.818181818181818122e-13,8.181818181818180919e-13,7.895703289564750876e-04
1.818181818181818122e-13,8.282828282828282193e-13,7.714795944309812623e-04
1.818181818181818122e-13,8.383838383838383466e-13,7.458750095704344074e-04
1.818181818181818122e-13,8.484848484848484739e-13,7.130020420371308443e-04
1.818181818181818122e-13,8.585858585858585003e-13,6.733004276487850309e-04
1.818181818181818122e-13,8.686868686868686276e-13,6.274056156794743499e-04
1.818181818181818122e-13,8.787878787878787549e-13,5.761439924043572488e-04
1.818181818181818122e-13,8.888888888888888822e-13,5.205215263326108763e-04
1.818181818181818122e-13,8.989898989898989086e-13,4.617056993738315510e-04
1.818181818181818122e-13,9.090909090909090359e-13,4.010008341869770792e-04
1.818181818181818122e-13,9.191919191919191632e-13,3.398171908144475379e-04
1.818181818181818122e-13,9.292929292929292906e-13,2.796344755424643065e-04
1.818181818181818122e-13,9.393939393939394179e-13,2.219606706930988735e-04
1.818181818181818122e-13,9.494949494949495452e-13,1.682873439130235849e-04
1.818181818181818122e-13,9.595959595959594706e-13,1.200428173678626297e-04
1.818181818181818122e-13,9.696969696969695979e-13,7.854475923295220908e-05
1.818181818181818122e-13,9.797979797979797252e-13,4.495389099590625458e-05
1.818181818181818122e-13,9.898989898989898526e-13,2.023057479442630718e-05
1.818181818181818122e-13,9.999999999999999799e-13,5.096047750957477354e-06
1.919191919191919143e-13,0.000000000000000000e+00,2.400772504097224763e-11
1.919191919191919143e-13,1.010101010101010050e-14,9.236666934597998450e-11
1.919191919191919143e-13,2.020202020202020101e-14,1.950392868983818324e-10
1.919191919191919143e-13,3.030303030303029993e-14,3.176351481949981796e-10
